#Cloudy 17.00 models results grids
# O/H: 7.1 - 8.9, log U: -4.0 - -1.5, T*: 30 - 90 kK
# SED: Black-body
# Plane-parallel geometry
#
12+log(O/H) Teff log(Usp) OII_3727 OIII_5007 SII_6717,31 SIII_9069 HeI_4471 HeI_5876 HeII_4686
8.9 90000 -2.75 2.1624 4.8024 0.9495 0.4824 0.0210 0.0544 0.0562
8.9 30000 -2.50 0.2009 0.0371 0.1952 0.0978 0.0158 0.0416 0.0000
8.9 32500 -2.50 0.2591 0.0796 0.2043 0.1234 0.0194 0.0511 0.0000
8.9 35000 -2.50 0.3205 0.1405 0.2103 0.1468 0.0217 0.0571 0.0000
8.9 37500 -2.50 0.3844 0.2197 0.2161 0.1665 0.0225 0.0593 0.0000
8.9 40000 -2.50 0.4467 0.3180 0.2232 0.1828 0.0229 0.0602 0.0000
8.9 45000 -2.50 0.5654 0.5798 0.2465 0.2118 0.0232 0.0609 0.0000
8.9 50000 -2.50 0.6851 0.9606 0.2854 0.2448 0.0233 0.0611 0.0014
8.9 55000 -2.50 0.8190 1.4632 0.3369 0.2830 0.0233 0.0610 0.0031
8.9 60000 -2.50 0.9606 2.0574 0.3941 0.3221 0.0232 0.0607 0.0059
8.9 70000 -2.50 1.2434 3.4258 0.5139 0.3931 0.0227 0.0592 0.0165
8.9 80000 -2.50 1.5026 4.8585 0.6247 0.4499 0.0218 0.0567 0.0342
8.9 90000 -2.50 1.7269 6.2152 0.7189 0.4939 0.0206 0.0533 0.0588
8.9 30000 -2.25 0.3453 0.0856 0.2069 0.1484 0.0164 0.0433 0.0000
8.9 32500 -2.25 0.3957 0.1593 0.1956 0.1699 0.0200 0.0528 0.0000
8.9 35000 -2.25 0.4658 0.2490 0.1872 0.1906 0.0222 0.0584 0.0000
8.9 37500 -2.25 0.5157 0.3636 0.1810 0.2043 0.0228 0.0601 0.0000
8.9 40000 -2.25 0.5480 0.5034 0.1791 0.2146 0.0231 0.0607 0.0000
8.9 45000 -2.25 0.5859 0.8826 0.1904 0.2377 0.0233 0.0611 0.0000
8.9 50000 -2.25 0.6383 1.4284 0.2210 0.2713 0.0233 0.0611 0.0015
8.9 55000 -2.25 0.7256 2.0931 0.2609 0.3100 0.0233 0.0609 0.0033
8.9 60000 -2.25 0.8201 2.8513 0.3051 0.3461 0.0231 0.0604 0.0064
8.9 70000 -2.25 1.0088 4.4939 0.3937 0.4039 0.0225 0.0586 0.0177
8.9 80000 -2.25 1.1773 6.1075 0.4721 0.4437 0.0215 0.0559 0.0366
8.9 90000 -2.25 1.3167 7.5407 0.5355 0.4705 0.0202 0.0522 0.0626
8.9 30000 -2.00 0.5048 0.1474 0.1883 0.1944 0.0175 0.0461 0.0000
8.9 32500 -2.00 0.5568 0.2483 0.1683 0.2108 0.0209 0.0550 0.0000
8.9 35000 -2.00 0.6292 0.3735 0.1536 0.2273 0.0226 0.0596 0.0000
8.9 37500 -2.00 0.6439 0.5362 0.1434 0.2348 0.0231 0.0606 0.0000
8.9 40000 -2.00 0.6063 0.7405 0.1382 0.2387 0.0232 0.0610 0.0000
8.9 45000 -2.00 0.5388 1.2910 0.1466 0.2594 0.0233 0.0612 0.0000
8.9 50000 -2.00 0.5640 2.0019 0.1719 0.2951 0.0233 0.0611 0.0017
8.9 55000 -2.00 0.6159 2.8327 0.2034 0.3286 0.0232 0.0607 0.0037
8.9 60000 -2.00 0.6761 3.7378 0.2371 0.3558 0.0230 0.0601 0.0072
8.9 70000 -2.00 0.7963 5.6110 0.3014 0.3922 0.0223 0.0581 0.0198
8.9 80000 -2.00 0.9015 7.3511 0.3556 0.4119 0.0212 0.0550 0.0406
8.9 90000 -2.00 0.9877 8.8049 0.3975 0.4221 0.0197 0.0510 0.0692
8.9 30000 -1.75 0.6627 0.2149 0.1544 0.2309 0.0190 0.0499 0.0000
8.9 32500 -1.75 0.7625 0.3427 0.1358 0.2492 0.0219 0.0575 0.0000
8.9 35000 -1.75 0.8019 0.5194 0.1204 0.2577 0.0230 0.0605 0.0000
8.9 37500 -1.75 0.7171 0.7609 0.1100 0.2560 0.0232 0.0610 0.0000
8.9 40000 -1.75 0.5920 1.0618 0.1056 0.2569 0.0233 0.0612 0.0000
8.9 45000 -1.75 0.4829 1.8077 0.1155 0.2816 0.0233 0.0612 0.0000
8.9 50000 -1.75 0.4876 2.6952 0.1368 0.3121 0.0233 0.0610 0.0020
8.9 55000 -1.75 0.5165 3.6874 0.1618 0.3347 0.0231 0.0605 0.0044
8.9 60000 -1.75 0.5537 4.7336 0.1873 0.3495 0.0229 0.0597 0.0086
8.9 70000 -1.75 0.6288 6.8244 0.2341 0.3631 0.0221 0.0574 0.0231
8.9 80000 -1.75 0.6948 8.6823 0.2717 0.3657 0.0208 0.0539 0.0472
8.9 90000 -1.75 0.7494 10.1182 0.2994 0.3633 0.0191 0.0494 0.0800
8.9 30000 -1.50 0.8647 0.2799 0.1213 0.2647 0.0206 0.0542 0.0000
8.9 32500 -1.50 0.9953 0.4472 0.1051 0.2809 0.0227 0.0598 0.0000
8.9 35000 -1.50 0.9158 0.7077 0.0920 0.2760 0.0232 0.0610 0.0000
8.9 37500 -1.50 0.6780 1.0762 0.0837 0.2674 0.0233 0.0613 0.0000
8.9 40000 -1.50 0.5112 1.4963 0.0827 0.2714 0.0233 0.0613 0.0000
8.9 45000 -1.50 0.4271 2.4311 0.0941 0.2979 0.0233 0.0612 0.0000
8.9 50000 -1.50 0.4206 3.5123 0.1123 0.3177 0.0232 0.0609 0.0025
8.9 55000 -1.50 0.4366 4.6812 0.1323 0.3273 0.0230 0.0602 0.0056
8.9 60000 -1.50 0.4588 5.8843 0.1521 0.3298 0.0228 0.0593 0.0107
8.9 70000 -1.50 0.5069 8.2165 0.1869 0.3250 0.0218 0.0565 0.0287
8.9 80000 -1.50 0.5496 10.1406 0.2134 0.3153 0.0202 0.0524 0.0578
8.9 90000 -1.50 0.5865 11.4574 0.2321 0.3050 0.0182 0.0470 0.0969
